Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Cluster
Himayath Nagar,Hyderabad,Sri Shivshakti Jodhpur Sweets,150.0,3.4999999999999996,20.0,"Sweets,Snacks",Abids,40.0,1
Varachha,Surat,Avadh Restaurant,500.0,4.4,50.0,North Indian,Yash Plaza,47.0,0
Haripura,Surat,Albela Cold Drink & Juice Center,200.0,4.4,20.0,"Ice Cream,Beverages",Zampa Bazar,34.0,0
Mehdipatnam,Hyderabad,Sri Durga Udupi Tiffins & Meals,150.0,4.0,100.0,South Indian,Mehdipatnam,59.0,1
Mylapore,Chennai,Lassi Cream-Citi Centre,150.0,4.0,20.0,"Desserts,Beverages,Ice Cream,Bakery",Mylapore,63.0,0
New Magdalla,Surat,The Green Kitchen,500.0,4.2,20.0,Fast Food,Luxuria Dumas Road,63.0,1
Dilsukhnagar,Hyderabad,Varalakshmi Tiffins,300.0,4.3,1000.0,South Indian,Kothapet & Dilsukhnagar,50.00000000000001,1
Ashok Nagar,Bangalore,Sattuani,200.0,2.9,80.0,"North Indian,Chinese",Ashok Nagar,36.0,1
Andheri East,Mumbai,The Mother'S Touch Rajasthani,200.0,3.4999999999999996,20.0,Indian  Rajasthani,Pream Nagar Sakivihar Road,61.99999999999999,1
Narayanguda,Hyderabad,New York Waffles & Dinges,300.0,3.3,20.0,"Desserts,Beverages,Fast Food",Old Mla Quarters Road,36.0,1
Banjara Hills,Hyderabad,Balaji Sitaram Mithai Bhandar,150.0,4.1,20.0,"Sweets,Fast Food",Nampally,37.0,0
Adajan,Surat,Megh Malhar Dhosa,300.0,2.9,80.0,South Indian,Akshar Jyot Complex,45.99999999999999,1
Haripura,Surat,Mahesh Dosa Center,200.0,4.2,20.0,South Indian,Ruwala Tekra Bhagal,38.0,1
Bidhannagar,Kolkata,Tanngo Chutney,300.0,4.1,100.0,South Indian,Salt Lake Cit,69.0,1
Paldi,Ahmedabad,Kutchi King,200.0,4.1,100.0,Street Food,Paldi,29.000000000000004,0
Rohini,Delhi,S.P.W Pizza,200.0,2.9,80.0,"Chinese,Fast Food",Sector 8A,36.0,1
Piplod,Surat,Madhav Chinese,200.0,2.9,80.0,"Chinese,Fast Food",Rundh Magdalla Road,61.0,1
Basavanagudi,Bangalore,Asha Sweets Center,1000.0,4.3,100.0,Indian,Gandhi Bazar,47.0,0
Abids,Hyderabad,Masqati Ice Cream,300.0,4.3,100.0,"Ice Cream,Pizzas,Desserts",Karimabad Cooperative Society Abids,30.999999999999996,1
Maninagar,Ahmedabad,New Karnavati Dabeli And Vadapav,150.0,4.1,20.0,"Street Food,Fast Food,Chaat,Beverages",Maninagar,44.0,1
Paschim Vihar,Delhi,Sunny Fruit Juice And Shakes,300.0,2.9,80.0,Beverages,Paschim Vihar,50.00000000000001,1
Budh Vihar,Delhi,Pandit Ji Ka Dhaba,200.0,3.2,20.0,North Indian,Budh Vihar,38.0,1
Vastrapur,Ahmedabad,Santosh Fast Food,200.0,2.9,80.0,Fast Food,Vastrapur,49.0,1
Adajan,Surat,Rajbhog Ice Cream & Kulfi,200.0,2.9,80.0,"Desserts,Ice Cream,Beverages",Nr Sardar Bridge,44.0,1
Andheri East,Mumbai,Just Rice,200.0,2.9,80.0,Indian,Pream Nagar Sakivihar Road,68.0,0
Pocket C-11 Sector 5 Rohini,Delhi,Urban Bawarchi,300.0,2.9,80.0,North Indian,Pocket C-11 Sector 5 Rohini,39.0,1
Gopipura,Surat,Chandan Bhojnalay,150.0,4.2,100.0,"Thalis,Gujarati,Indian,Punjabi",Chauta Bazar,35.0,0
Kothrud,Pune,Pizza Express,250.0,2.9,80.0,Fast Food,Kothrud,50.00000000000001,1
Swargate,Pune,Crazy Cheesy,400.0,4.3,20.0,"Pizzas,Pastas,American,Italian",Sadashiv,37.0,0
Mohammed Wadi,Pune,Nutrimonk.Life,200.0,3.8999999999999995,20.0,"Healthy Food,Fast Food,Biryani,Continental,Salads",Undri,80.0,1
Sadashiv Peth,Pune,The Cake & Cream Factory,200.0,4.2,20.0,"Desserts,Bakery",Sadashiv Peth Tilak Road,38.0,1
Amroli,Surat,Amardeep Icecream & Juices,200.0,4.7,20.0,Desserts,Amroli,56.0,0
Andheri East,Mumbai,Havmour Ice Cream,150.0,2.9,80.0,Ice Cream,Om Nagar Chowk Om Nagar,48.0,0
Kondhwa,Pune,Sardarji'S Paratha & Chaap House,250.0,4.1,100.0,"North Indian,Beverages",Kondhwa,72.0,1
Dum Dum,Kolkata,New Bharat Sweets,100.0,4.0,100.0,Sweets,Goruhata More - South Dum Dum,78.0,1
Lake Town,Kolkata,Khatirdari,300.0,3.7,20.0,"North Indian,Chinese,Continental",New Hanuman Mandir Lake Town,82.0,0
Parvat Patiya,Surat,Mahadev Dalbati,200.0,4.3,100.0,"Fast Food,Rajasthani",Magob,34.0,1
Gomtipur,Ahmedabad,Kanpur Mithai House,250.0,4.2,50.0,"Sweets,Desserts",Raipur,43.0,0
Piplod,Surat,Urban Punjab,350.0,4.1,100.0,Indian,New Citylight,50.00000000000001,1
Navrangpura,Ahmedabad,Punjab Paratha Point,150.0,4.1,20.0,North Indian,M Square,39.0,1
Aundh,Pune,Cream Stone,200.0,4.1,50.0,"Ice Cream,Desserts,Beverages",Aundh,65.0,0
Nana Varachha,Surat,Laxmi Chinese,300.0,2.9,80.0,"Chinese,Fast Food",Simada Gam,61.0,0
Pal Gam,Surat,Desi Videsi - The Road Side Lounge,200.0,3.4,50.0,"Punjabi,Fast Food,Chinese,Pizzas,Biryani,Continental,Pastas,North Indian,Pan-Asian,Street Food,Salads,Combo,Healthy Food,Thalis,Mexican,Italian,Sweets",Nr Galaxy Circle,59.0,0
Koti,Hyderabad,Lassi Hub,150.0,4.1,20.0,Ice Cream,Esamiya Bazaar Koti,26.0,0
Taltala,Kolkata,Jashoda Mistanna Bhandar,100.0,4.4,100.0,Sweets  Fast Food,Burrabazar,39.0,0
Rohini,Delhi,Abbys -The Food Hub,300.0,2.9,80.0,"North Indian,Fast Food,Beverages",Sector-11,49.0,0
Uppal,Hyderabad,Karthikeya Tiffins Pure Veg,150.0,4.1,500.0,South Indian,Uppal,61.99999999999999,0
New Malakpet,Hyderabad,Jai Bhavani Tiffins,150.0,3.8,20.0,South Indian  Beverages,Anand Nagar Amber Bagh Road Line,32.0,0
Vastrapur,Ahmedabad,Cake Bonzerbite,400.0,4.4,100.0,"Bakery,Desserts",Vastrapur,40.0,0
Santacruz East,Mumbai,Srirang Foods,300.0,4.7,20.0,Indian,7Th Road Tps Iii Santacruz,52.0,1
Athwa,Surat,Go China,300.0,4.1,100.0,"Chinese,Thai,Pan-Asian,Combo",City Light,38.0,0
Ponniammanmedu,Chennai,Kala Home Made Foods,250.0,4.0,20.0,"Fast Food,Snacks",Thanikachalam Nagar,75.0,0
West Mambalam,Chennai,Udipi Hotel Maha Ganapathy,250.0,4.4,100.0,"North Indian,South Indian",West Mambalam,75.0,1
Sector 8 Rohini,Delhi,Standard Rabri Faluda And Shakes,150.0,4.3,100.0,Desserts,Sector-8 Pradeep Bhatia Marg,30.0,1
Sector 6 Rohini,Delhi,Pawan Vaishno Dhaba,150.0,3.7,100.0,North Indian,Mahindra Park Pitampura,26.999999999999996,1
Kurla,Mumbai,Giani'S,200.0,4.5,100.0,"Ice Cream,Desserts,Beverages",Kurla,30.999999999999996,0
West Marredpally,Hyderabad,Magic On Tongue,200.0,4.2,100.0,North Indian  Rajasthani  Sweets  Chaat  Indian  Snacks  Street Food  Home Food,Syndicate Bank Colony  West Marredpally,81.0,1
Ponniammanmedu,Chennai,Muhil Soup,200.0,4.3,100.0,"Snacks,Indian,Chinese",2Nd Main Road Kumaran Nagar Peravalur,64.0,1
Ghatkopar East,Mumbai,Then & Now,400.0,4.2,20.0,"Continental,Mexican,Italian",Sindhu Wadi,51.0,1
Paschim Vihar,Delhi,The Cake Mistri,450.00000000000006,2.9,80.0,"Snacks,Indian",Bhera Enclave Paschim Vihar New Delhi,57.0,1
Naranpura,Ahmedabad,Anand Bhajipav & Pulav (Ankurwala),200.0,4.0,1000.0,"Fast Food,Chinese,Punjabi,South Indian,Snacks",Naranpura,37.0,0
Athwa,Surat,Go Italy,250.0,2.9,80.0,"Italian,Fast Food,Pizzas,Burmese,Mexican,Thalis,Combo",City Light,45.0,0
Adajan,Surat,Trishiv Chinese Corner,200.0,4.1,500.0,"Chinese,Fast Food,Street Food,Pan-Asian,Asian",Anand Mahal Road,44.0,1
Ghatkopar West,Mumbai,Khichdi The Global Food,400.0,2.9,80.0,"Indian,Punjabi",Neelkanth Co-Operative Park,42.0,0
Shalimar Bagh,Delhi,Shravana Cafe,300.0,3.6,50.0,"South Indian,Chinese",Shlaimar Bagh,68.0,1
Lake Town,Kolkata,Urban Masala,500.0,4.3,1000.0,"Indian,Chinese,Continental,Italian,Tandoor",Lake Town,68.0,1
Kankaria,Ahmedabad,P.Bhagat Tarachand,400.0,2.9,80.0,North Indian,Maninagar,45.99999999999999,1
Navrangpura,Ahmedabad,Mleko,200.0,3.4999999999999996,20.0,"Cafe,Desserts,Beverages,Continental,Pizzas,Italian-American,Pastas,Mexican,Snacks",Vijay Cross Road,45.0,1
Andheri East,Mumbai,Smoodies,140.0,4.2,50.0,"Snacks,Healthy Food,Juices,Beverages,Desserts",Powai,52.0,1
Ghatkopar East,Mumbai,Sweet Secret,500.0,2.9,80.0,"Bakery,Desserts",Ghatkopar Vikhroli,53.99999999999999,1
Narolgam,Ahmedabad,Shree Ram Khana Khajana,250.0,4.1,20.0,"Punjabi,Chinese,South Indian",Isanpur,74.0,1
Khadia,Ahmedabad,Manek Sandwich & Pizza,300.0,4.3,20.0,Fast Food,Laldarwaja,44.0,1
Begumpet,Hyderabad,Bakingo,300.0,4.2,500.0,Bakery  Desserts  Beverages  Snacks,Secunderabad,57.0,0
Gokhalenagar,Pune,Banglore Iyanger Bakery,200.0,2.9,80.0,"Bakery,Desserts",Shivaji Nagar,49.0,0
Ghatkopar East,Mumbai,Dairy Don,200.0,4.8,20.0,"Desserts,Beverages",Ghatkopar Vikhroli,43.0,0
Adajan,Surat,Lucky Pav Bhaji,200.0,2.9,80.0,Fast Food,Nr Bhulka Bhavan School,47.0,1
Indiranagar,Bangalore,Habibi Falafel,300.0,4.3,1000.0,"Arabian,Mediterranean,Lebanese,Fast Food,Middle Eastern",Indiranagar,57.0,0
Shivajinagar,Pune,Wich Wich,200.0,2.9,80.0,Fast Food,Shivaji Nagar,37.0,1
Shyamal,Ahmedabad,Chennai Express,200.0,4.0,500.0,South Indian,Prahlad Nagar,39.0,0
Shivajinagar,Pune,Gulp,200.0,4.9,20.0,"Beverages,Desserts,Fast Food",Shivaji Nagar,37.0,0
Ghatkopar West,Mumbai,Dp'S Fast Food Centre,250.0,4.0,500.0,"South Indian,Chinese,Fast Food",Ghatkopar Vikhroli,51.0,0
Santacruz East,Mumbai,Radha Krishna Sweets,200.0,4.2,100.0,"Sweets,Fast Food,Snacks",Scruz Bandra East,45.0,1
Athwa,Surat,Lovely Pavbhaji & Dosa,110.0,2.9,80.0,"Fast Food,Snacks",Ruwala Tekra Bhagal,45.99999999999999,1
Jayanagar,Bangalore,Ashok Vattika,400.0,3.6,100.0,"North Indian,Chinese,Tandoor,Beverages,Desserts",Jayanagar,48.0,0
Anna Nagar,Chennai,Shri Gowri Krishnaa,200.0,4.5,1000.0,"South Indian,North Indian,Chinese",Annanagar,57.0,1
Nalgonda,Hyderabad,Suprabhat Tiffins.,300.0,4.2,50.0,South Indian  North Indian,Kothapet & Dilsukhnagar,30.999999999999996,1
Gidc Naroda,Ahmedabad,Chandravilas Corner,150.0,2.9,80.0,"Gujarati,Fast Food",Naroda,84.0,0
Nana Varachha,Surat,Akshar Fast Food,200.0,3.4999999999999996,50.0,"Fast Food,Chinese",Nr Mahavir Nagar Society,53.0,0
Gulbai Tekra,Ahmedabad,Chai Sutta Bar,400.0,2.9,80.0,"Street Food,Cafe,Snacks",Navrangpura,47.0,0
Swargate,Pune,Malhar,200.0,2.9,80.0,"Ice Cream,Italian,South Indian",Swargate,36.0,1
Lake Town,Kolkata,Sai Jalpan Junction-Lake Town,200.0,4.4,1000.0,"Snacks,South Indian",Lake Town,66.0,1
Sector 10 Rohini,Delhi,Haldiram'S,350.0,4.3,500.0,"Sweets,North Indian",Rohini,38.0,0
Annanagar East,Chennai,The Cane Station,150.0,4.6,100.0,Juices,Annanagar,53.0,1
Paldi,Ahmedabad,Karnavati Snacks,200.0,2.9,80.0,"Snacks,Italian,Beverages",Science City,33.0,0
Vastrapur,Ahmedabad,New Prince Bhajipav Corner,300.0,4.1,100.0,"Fast Food,South Indian",Vastrapur,44.0,1
Naranpura,Ahmedabad,Prajapati Farali Khichdi Center,200.0,4.2,100.0,"Snacks,Chaat",Naranpura,40.0,1
Ganga Dham,Pune,Rj'S Sandwich,100.0,2.9,80.0,"Beverages,Fast Food,Pizzas",Bibwewadi,67.0,1
Behala,Kolkata,The Veg Dhaba,200.0,3.8999999999999995,100.0,"Indian,Thalis",South Kolkata,89.0,1
Anand Nagar,Pune,House Of Chole Bhature And Parathas,200.0,3.7,20.0,Combo,Nanded City,70.0,0
Seshadripuram,Bangalore,Havmor Ice Cream Havfun Parlour,200.0,4.2,20.0,"Ice Cream,Desserts",Serpentine Road Kumarapark,45.0,0
Vesu,Surat,Sardar Ji Ka Dhaba,300.0,2.9,80.0,"North Indian,Punjabi",Vesu,57.0,1
Lake Town,Kolkata,Anand Food Corner,250.0,4.2,100.0,"Indian,Snacks,North Indian",Lake Town,75.0,0
Langford Gardens,Bangalore,Lifetree,350.0,2.9,80.0,"Continental,Indian,Beverages,Desserts,Biryani",Langford Garden Richmond Road,39.0,0
Jogupalya,Bangalore,Sri Krishna Nanda Gokula Veg,200.0,4.3,50.0,"South Indian,Chinese",Ulsoor,52.0,1
Ellisbridge,Ahmedabad,Radhika'S Authentic South Indian Food,300.0,4.3,100.0,South Indian,Navrangpura,30.0,1
Maninagar,Ahmedabad,The Mohalla,250.0,4.0,100.0,"Pizzas,American,Fast Food,Snacks,Beverages,Combo",Maninagar,48.0,1
Pulikeshi Nagar,Bangalore,Kunafa World,500.0,4.4,100.0,Middle Eastern,Frazer Town,49.0,0
Shankarapura,Bangalore,The Belgian Waffle Co.,200.0,4.5,100.0,"Desserts,Beverages",V V Puram,40.0,1
Memnagar,Ahmedabad,Belgian Waffles,350.0,2.9,80.0,"Fast Food,Snacks,Desserts",Vastrapur,47.0,0
Sarthana,Surat,Green Foods,200.0,2.9,80.0,Indian,Yogi Chowk,53.99999999999999,0
Shivajinagar,Pune,Modern Cafe,300.0,4.3,20.0,"South Indian,North Indian",Shivaji Nagar,36.0,1
Andheri East,Mumbai,Khichdi Paradise,300.0,4.0,50.0,"Home Food,Indian,North Indian,Beverages",Marol Industrial Estate,51.0,0
Santacruz East,Mumbai,Kripa Sagar Pure Veg Restaurant,150.0,3.6,20.0,"Fast Food,Beverages,North Indian,South Indian,Biryani,Chinese,Juices,Pizzas,Desserts,Sweets",Scruz Bandra East,36.0,0
Andheri East,Mumbai,Maa Ki Khichdi,300.0,4.0,20.0,"Home Food,Indian,North Indian",Marol Industrial Estate,51.0,1
Kasba Peth,Pune,Chowpati Natural Kulfi,100.0,2.9,80.0,"Desserts,Ice Cream",Camp,30.0,0
Kankurgachi,Kolkata,Falam,250.0,4.3,100.0,Juices  Salads  Ice Cream  Snacks,Phoolbagan,42.0,0
Ghansi Bazaar,Hyderabad,Coffee Cream,200.0,4.0,100.0,"Beverages,Fast Food,Italian,Snacks",Charminar,47.0,0
Santacruz East,Mumbai,Hangout Cakes & More,150.0,4.2,100.0,Bakery,Scruz Bandra East,28.0,0
Katargam,Surat,Dairy Don,120.0,4.5,20.0,"Beverages,Ice Cream",Laxmi Enclave,50.00000000000001,0
Tagore Garden Extension,Delhi,Cake Factory,500.0,2.9,80.0,Bakery,Tagore Garden,72.0,0
Vastrapur,Ahmedabad,Wtf! Pizza'S & Bar-Be-Que,250.0,4.0,100.0,"Fast Food,Italian,Pizzas,Jain",Vastrapur,52.0,1
Satellite,Ahmedabad,7 Days,250.0,2.9,80.0,Snacks,Prahlad Nagar,48.0,0
Ashok Nagar,Bangalore,Chaatimes,150.0,4.4,20.0,"Chaat,Beverages",Ulsoor,34.0,0
Indiranagar,Bangalore,Halli Mane Rotti,200.0,4.1,50.0,South Indian,Indiranagar,60.0,0
Kilpauk,Chennai,Bombay Halwa House,500.0,4.4,500.0,"North Indian,Punjabi,Sindhi",Kilpauk,44.0,0
Vijayanagar,Bangalore,Durga Chats Club Road,100.0,3.6,20.0,"Chaat,Juices",Vijayanagar,53.99999999999999,0
Shanti Nagar,Bangalore,Adithya Tiffin Centre,200.0,2.9,80.0,North Indian,Shantinagar,45.99999999999999,0
Jam Bagh,Hyderabad,Swathi Mess And Dhaba,200.0,3.8999999999999995,500.0,"Biryani,Chinese,Hyderabadi,North Indian,Indian",Abids & Koti,30.999999999999996,1
Jayanagar,Bangalore,New Shanti Upahar,200.0,4.4,500.0,South Indian,Jayanagar,50.00000000000001,1
Narayan Peth,Pune,Khandesh Junction,200.0,3.8,20.0,"Maharashtrian,Punjabi,Beverages,Combo",Swargate,36.0,0
Himayatnagar,Hyderabad,Masala Republic,500.0,4.1,20.0,"Continental,North Indian",Himayath Nagar,41.0,1
Gopipura,Surat,Jay Jalaram Thali,130.0,3.4999999999999996,1000.0,"Thalis,Punjabi,Gujarati,Combo,Chinese,North Indian,Mughlai,Biryani",Chowk Bazar,34.0,0
Ashok Nagar,Bangalore,Paakashala,500.0,4.3,100.0,"South Indian,North Indian,Chinese",Central Bangalore,37.0,1
Kurla,Mumbai,Mojza Moments With Cake,150.0,4.2,50.0,"Desserts,Bakery,Fast Food",Vinoba Bhave Nagar,35.0,1
Andheri East,Mumbai,Desi Desserts,400.0,2.9,80.0,Desserts,Marol Sakinaka,58.00000000000001,0
Lake Town,Kolkata,Sgf - Spice Grill Flame,250.0,4.0,50.0,"North Indian,Fast Food,Chinese",Lake Town,76.0,1
Vyasarpadi,Chennai,Pranav Chats,150.0,3.3,20.0,Chaat,Perambur,58.00000000000001,1
Navrangpura,Ahmedabad,Riviera Restaurant,400.0,4.0,20.0,"North Indian,Chinese,Continental",Navrangpura,38.0,1
Naranpura,Ahmedabad,Alma Of Aliments,100.0,2.9,80.0,"Fast Food,Indian",Naranpura,52.0,0
Mg Road,Kolkata,Gupta Brothers The Abarkhabo Shoppe,250.0,4.4,1000.0,Indian,Burrabazar,37.0,0
Aundh,Pune,Desi Flavours,200.0,2.9,80.0,"Fast Food,Desserts,Ice Cream,Beverages",Aundh,71.0,0
Chickpet,Bangalore,Lassi Shop,200.0,2.9,80.0,"Juices,Fast Food",Htm Dargha  Majestic,45.99999999999999,0
Kavadiguda,Hyderabad,Sri Mohans Chat,150.0,4.1,50.0,"Beverages,Chaat,Fast Food,Juices,North Indian",Nallakunta & Vidyanagar,40.0,1
Begampura,Surat,Shree Kheteswar Mithaiwala,200.0,4.2,20.0,Sweets,Begampura,33.0,1
Ghatkopar East,Mumbai,Bhagat Tarachand,300.0,4.1,500.0,North Indian,Ghatkopar Vikhroli,50.00000000000001,0
Memnagar,Ahmedabad,Paratha Hai Ji,300.0,4.2,20.0,Indian,Navrangpura,55.0,1
Memnagar,Ahmedabad,Bol De Bowl,300.0,2.9,80.0,Fast Food,Navrangpura,53.0,0
Chembur,Mumbai,Au Naturel Popsicle,200.0,2.9,80.0,"Desserts,Healthy Food,Ice Cream",Chembur,47.0,0
Sion,Mumbai,Tortaa Cake Shop,500.0,2.9,80.0,"Bakery,Desserts",Sion Bhakti Park,51.0,1
Tagore Garden Extension,Delhi,Cake 24Ghante,500.0,2.9,80.0,Bakery,Tagore Garden Extension,70.0,0
Kavadiguda,Hyderabad,Veerji Ka Dhaba,200.0,4.1,100.0,North Indian,Himayath Nagar,39.0,1
Isanpur,Ahmedabad,Udipi Darshini,300.0,3.6,20.0,Indian,Jaymala Busstopghodasar,50.00000000000001,1
Kuber Nagar,Ahmedabad,Sai Baba Idli Dhosa Center,200.0,4.1,20.0,South Indian,Naroda,51.0,1
University Area,Ahmedabad,Huber & Holly,350.0,4.3,100.0,"Pizzas,Pastas,Beverages,Desserts,Ice Cream",Navrangpura,39.0,0
Malleshwaram,Bangalore,Asha Food Camp,250.0,4.5,500.0,"Indian,Beverages,Biryani,Chinese,Desserts,Ice Cream,Juices,Tandoor,North Indian,Street Food,Chaat,South Indian",Malleshwaram,53.99999999999999,0
Vishala,Ahmedabad,Shakti - The Sandwich Shop - Vishala,300.0,4.4,20.0,"Pizzas,Combo",Vasna,44.0,1
Kavadiguda,Hyderabad,Aamantran - Mithaaii,200.0,3.7,50.0,"Chaat,Snacks,Bakery,Sweets",Nallakunta & Vidyanagar,43.0,0
Srirampura,Bangalore,Maggi Mane,200.0,4.3,20.0,"Beverages,Fast Food,Italian",Majestic,52.0,1
Ghatkopar East,Mumbai,Laxman'S Om Vada Pav,100.0,4.4,500.0,"Fast Food,Snacks",Ghatkopar Vikhroli,52.0,0
Ambawadi,Ahmedabad,Urban Foods Ambawadi,250.0,2.6,20.0,"Chinese,North Indian,Punjabi",Navrangpura,36.0,1
Lake Town,Kolkata,Him Cream,100.0,2.9,80.0,Ice Cream,Lake Town,77.0,0
Tri Nagar,Delhi,M.K. Chinese Food,450.00000000000006,2.9,80.0,Chinese,Ashok Vihar,72.0,0
Athwa Gate,Surat,Hotel Priya,300.0,4.3,1000.0,"South Indian,Punjabi,North Indian,Thalis,Combo",Athwagate,39.0,0
Athwa,Surat,Santushti Shakes & More,150.0,4.3,50.0,"Beverages,Desserts,Ice Cream",Ghod Dod Road,36.0,1
Powai,Mumbai,R Bhagat Tarrachand,300.0,4.2,1000.0,"North Indian,Mughlai,Street Food,Biryani,Home Food,Kebabs,Punjabi,Sindhi",Powai,49.0,1
Egmore,Chennai,Sri Krishna Sweets,200.0,4.4,50.0,"Sweets,Snacks,Street Food",Egmore,35.0,1
Santosh Nagar,Hyderabad,Balaji Mithai Wala & Chat,150.0,4.0,100.0,Sweets,Santosh Nagar,45.0,0
Gultekdi,Pune,Squisito Cafe Italiano,250.0,4.3,20.0,"Beverages,Desserts,Pastas",Bibwewadi,55.0,1
Ashok Nagar,Bangalore,Go Native,600.0,4.2,100.0,"Healthy Food,Jain,North Indian,South Indian",Central Bangalore,38.0,0
Punjagutta,Hyderabad,Arya Bhavan Pure Veg,200.0,4.2,100.0,Indian,Nagarjuna Hills  Punjagutta,53.0,0
Varachha,Surat,Everything @99,150.0,3.4999999999999996,100.0,"Thalis,Punjabi,North Indian,Biryani",Opp Jain Dharamshala,42.0,0
Swargate,Pune,Nanumal Bhojraj Sweets,350.0,2.9,80.0,Sweets,Swargate,39.0,1
Chembur,Mumbai,Pan World Cafe,100.0,4.4,20.0,Paan,Chembur,49.0,1
Rohini,Delhi,The Pizza Point,250.0,2.9,80.0,"Chinese,Pastas,Pizzas",Pocket A Sector 1,33.0,1
Thousand Lights,Chennai,Old Mercara,650.0,4.4,50.0,Ice Cream,Royapettah,45.0,1
Udhna,Surat,Nv Fastfood,150.0,4.0,100.0,"Fast Food,North Indian,Chinese,South Indian,Snacks,Pizzas",Udhna,26.0,1
Ballygunge,Kolkata,Kurry Patta,250.0,4.5,500.0,"Chinese,North Indian,South Indian",South Kolkata,71.0,0
Isanpur,Ahmedabad,Rudra Fast Food,150.0,2.9,80.0,"Fast Food,Pizzas",Isanpur,50.00000000000001,1
Himayatnagar,Hyderabad,Stikstof,500.0,2.9,80.0,Ice Cream,Himayatnagar,49.0,1
Rani Gunj,Hyderabad,Aashirvad Tiffins,200.0,4.2,500.0,South Indian  Fast Food  Chinese  Snacks  Juices,Begumpet,51.0,0
Andheri East,Mumbai,Dil Se Dalia,250.0,2.9,80.0,Fast Food  North Indian,Pream Nagar Sakivihar Road,60.0,0
Vastrapur,Ahmedabad,Cake Eggless,600.0,4.4,50.0,"Desserts,Fast Food",Navrangpura,44.0,0
Purasawalkam,Chennai,Lassi Junction Purasawalkam,300.0,4.1,20.0,"Beverages,Juices,Fast Food,Snacks,Desserts",Purasawalkam,37.0,0
Jodhpur Village,Ahmedabad,The Swad,200.0,4.0,500.0,"Thalis,Punjabi,Gujarati,North Indian,Chinese,Combo,Desserts",Shivrajni Char Rasta,39.0,1
Mahadev Nagar Tekra,Ahmedabad,Momos'S World,150.0,2.9,80.0,Chinese,Vastral,77.0,1
Sector 1 Rohini,Delhi,Cake Studio-100% Veg,99.0,3.8,100.0,"Bakery,Chinese,Snacks,Desserts",Rohini,28.0,0
Rustampura,Surat,Raj Food Corner,200.0,3.4,20.0,"Beverages,Fast Food",Rustampura,32.0,1
Isanpur,Ahmedabad,Nagar Fast Food,150.0,4.5,20.0,Fast Food,Isanpur,48.0,1
Chembur,Mumbai,Shree Vishnu Hotel,250.0,4.4,20.0,"Indian,Thalis",Chembur,50.00000000000001,1
Jorabagan,Kolkata,Foody Junction,150.0,3.7,20.0,Home Food  North Indian,Burrabazar,58.00000000000001,0
Sector 8 Rohini,Delhi,Fruitarian - Fruit Salads,200.0,4.2,100.0,"Healthy Food,Salads,Ice Cream,Beverages,Juices,Navratri Special,North Indian,Snacks",Sector 8C,45.0,0
Tarnaka,Hyderabad,Ssv -Tiffin'S And Snacks,149.0,4.3,100.0,South Indian  Snacks  Combo,Tarnaka  Nacharam & Malkajigiri,61.0,1
Old Malakpet,Hyderabad,Kekiz Cake Shop,100.0,3.6,20.0,Bakery,Malakpet,39.0,0
Tarnaka,Hyderabad,Sudarshan Reddy Pure Ghee Sweets,200.0,4.4,100.0,Desserts  Sweets,Tarnaka  Nacharam & Malkajigiri,51.0,1
Kothrud,Pune,Caramella'S,400.0,2.9,80.0,"Desserts,Bakery",Paud Road,53.0,0
Chembur,Mumbai,Annapurna Meals,250.0,4.1,50.0,North Indian  Sindhi  Punjabi  Thalis,Chembur,45.99999999999999,0
Rohini,Delhi,The Crispy Bites,400.0,3.8999999999999995,50.0,Fast Food,Rohini,52.0,1
Vasanth Nagar,Bangalore,The Food Corner,150.0,4.5,20.0,"Chinese,North Indian",Starbucks Cbd,38.0,1
Ellisbridge,Ahmedabad,Cia Chinese In Ahmedabad,250.0,2.4,20.0,Chinese,Law Garden,35.0,0
Behala,Kolkata,The Combo King (Pure Veg),200.0,4.0,50.0,North Indian,Alipore,89.0,1
Behala,Kolkata,Amber - Veg Food Delivery,250.0,4.0,50.0,"North Indian,Thalis",Alipore,91.00000000000001,0
Navrangpura,Ahmedabad,Vadilal Ice Creams,300.0,2.9,80.0,"Hyderabadi,Indian",Navrangpura,44.0,1
Raja Bazar,Kolkata,Janta Sweets,200.0,4.1,20.0,"Desserts,Sweets",Burrabazar,45.0,0
Shanti Nagar,Bangalore,Rj 19 Cafe,200.0,2.9,80.0,North Indian,Shantinagar,47.0,1
Shanti Nagar,Bangalore,Dadi Di Rasoi,200.0,3.7,20.0,North Indian,Shantinagar,44.0,0
Shanti Nagar,Bangalore,Paratha House,200.0,2.9,80.0,North Indian,Shantinagar,45.0,1
Shanti Nagar,Bangalore,Salasar Balaji Restaurant,200.0,2.9,80.0,North Indian,Shantinagar,53.99999999999999,1
Behala,Kolkata,Agarwal'S Vegetarian,250.0,4.2,100.0,"Street Food,North Indian,Chinese,South Indian,Fast Food",Alipore,89.0,0
West Mambalam,Chennai,Sre Bakya Fast Food,250.0,4.2,1000.0,"South Indian,North Indian,Biryani,Chinese,Tandoor,Snacks,Beverages,Combo",West Mambalam,72.0,1
Chickpet,Bangalore,Chetty'S Corner,200.0,4.0,20.0,Fast Food,Kilari Road,51.0,0
